Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_8,RDOsat_percent_8,RDOTemp_C_8,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_8,Flag_RDOsat_percent_8,Flag_RDOTemp_C_8,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2026-03-11 23:40:00,NA,NA,NA,NA,NA,NA,NA,17.00799,14.58328,6.30224,5.985437,5.836938,5.68194,NA,NA,NA,10.58596,109.5736,17.01819,10.29529,82.17082,5.742325,16.911,30.79,36.42,23.67,113.54,10.99,0.81,2.59,0,0,2.07,6.859999999999999,2.8000000000000003,1.57,1.106,6.44,11.47,1.19,8.641987,6.088711940850001,5.764568,50750,13.01,24.04,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-11 23:50:00,NA,NA,NA,NA,NA,NA,NA,17.10797,15.9635,6.378412,5.99093,5.846643,5.675409,NA,NA,NA,10.57896,109.6426,17.08015,10.18793,81.2957,5.733612,16.888,30.8,36.45,23.69,113.59,11,0.6799999999999999,2.09,0,0,2.09,6.93,2.7600000000000002,1.57,1.105,6.44,11.5,1.19,8.646041,6.09156818655,5.754167,50751,12.99,24.04,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12,NA,NA,NA,NA,NA,NA,NA,17.19122,14.67095,6.728876,6.052606,5.8575989999999996,5.674127,NA,NA,NA,10.5057,109.1789,17.2103,10.22265,81.57626,5.735252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.644845,6.09072554475,5.754672,50752,12.99,24,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,0,0
BVR,50,2026-03-12 00:10:00,NA,NA,NA,NA,NA,NA,NA,17.14425,15.84197,6.494287,6.043664,5.83526,5.679193,NA,NA,NA,10.5714,109.6653,17.12438,10.29236,82.16728,5.751869,16.923,30.81,36.43,23.68,113.37,10.97,0.5700000000000001,1.6900000000000002,0,0,2.07,6.880000000000001,2.73,1.55,1.095,6.44,11.47,1.19,8.640031,6.08733384105,5.767288,50753,12.98,23.89,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 00:20:00,NA,NA,NA,NA,NA,NA,NA,17.15527,16.01061,6.666925,6.02691,5.851892,5.681604,NA,NA,NA,10.54236,109.5653,17.21268,10.06607,80.35946,5.751213,17.02,30.87,36.43,23.68,112.94,10.91,0.54,1.57,0,0,2.06,6.84,2.7800000000000002,1.54,1.088,6.44,11.48,1.19,8.646105,6.0916132777500005,5.762175,50754,13,23.7,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 00:30:00,NA,NA,NA,NA,NA,NA,NA,17.12811,16.63482,6.91247,6.010248,5.834528,5.679132,NA,NA,NA,10.5262,109.2903,17.16563,10.07404,80.41088,5.745277,17.07,30.91,36.42,23.67,112.58,10.86,0.54,1.55,0,0,2.05,6.8100000000000005,2.75,1.54,1.088,6.44,11.32,1.19,8.63532,6.0840147060000005,5.761328,50755,12.79,23.6,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 00:40:00,NA,NA,NA,NA,NA,NA,NA,16.99383,16.55679,6.769281,6.046198,5.861505,5.684503,NA,NA,NA,10.53805,109.3068,17.11888,10.21446,81.54776,5.753021,17.022,30.89,36.44,23.69,112.65,10.88,0.55,1.59,0,0,2.05,6.8100000000000005,2.81,1.54,1.087,6.44,11.22,1.19,8.636178,6.0846192099,5.7698,50756,12.86,23.69,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 00:50:00,NA,NA,NA,NA,NA,NA,NA,16.93273,16.81649,6.644312,6.021631,5.885461,5.683038,NA,NA,NA,10.46977,108.4114,17.03606,10.18313,81.30316,5.755638,16.936,30.84,36.45,23.69,112.2,10.86,0.53,1.51,0,0,2.09,6.93,2.7800000000000002,1.54,1.086,6.44,11.32,1.19,8.634981,6.08377586355,5.768833,50757,12.82,23.8,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 01:00:00,NA,NA,NA,NA,NA,NA,NA,17.10568,16.66424,6.332117,5.972925,5.853052,5.679132,NA,NA,NA,10.53735,109.1702,17.06198,10.11434,80.72882,5.743485,16.975,30.87,36.46,23.7,112.09,10.84,0.5900000000000001,1.74,0,0,2.07,6.859999999999999,2.8200000000000003,1.54,1.088,6.44,11.39,1.19,8.638075,6.08595574125,5.761031,50758,12.93,23.83,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 01:10:00,NA,NA,NA,NA,NA,NA,NA,16.93337,16.65899,6.464075,5.995355,5.856286,5.685846,NA,NA,NA,10.51956,108.9139,17.0304,10.11247,80.73011,5.751366,16.969,30.86,36.45,23.7,112.31,10.86,0.55,1.61,0,0,2.07,6.869999999999999,2.85,1.54,1.087,6.44,11.47,1.19,8.638565,6.08630097075,5.766247,50759,12.99,23.62,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 01:20:00,NA,NA,NA,NA,NA,NA,NA,16.95422,16.67675,6.436456,6.029535,5.891931,5.69259,NA,NA,NA,10.65581,110.2262,16.98766,10.17689,81.25465,5.756302,16.905,30.82,36.45,23.69,112.07,10.85,0.55,1.5999999999999999,0,0,2.09,6.93,2.8600000000000003,1.54,1.086,6.44,11.47,1.19,8.629107,6.079637336849999,5.769473,50760,13,23.3,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 01:30:00,NA,NA,NA,NA,NA,NA,NA,16.91488,15.56396,6.321863,5.990472,5.823388,5.690759,NA,NA,NA,10.52012,108.7675,16.96336,10.26316,81.9441,5.756645,16.877,30.8,36.46,23.7,112.12,10.86,0.54,1.5599999999999998,0,0,2.09,6.93,2.9000000000000004,1.54,1.083,6.45,11.47,1.19,8.621358,6.0741777789,5.773531,50761,12.98,22.92,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 01:40:00,NA,NA,NA,NA,NA,NA,NA,16.85528,15.74426,6.183557,5.957056,5.772821,5.684686,NA,NA,NA,10.60123,109.6504,16.98274,10.22714,81.64501,5.751053,16.881,30.8,36.46,23.7,111.51,10.8,0.55,1.59,0,0,2.09,6.920001000000001,2.87,1.53,1.079,6.44,11.47,1.19,8.617389,6.07138141995,5.76595,50762,12.97,22.53,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 01:50:00,NA,NA,NA,NA,NA,NA,NA,16.83959,16.0491,6.25982,5.937189,5.759363,5.682275,NA,NA,NA,10.5329,108.8475,16.94042,10.0933,80.56971,5.747757,16.897,30.82,36.46,23.7,111.27,10.78,0.48999999999999994,1.36,0,0,2.09,6.91,2.93,1.53,1.076,6.44,11.46,1.19,8.619967,6.07319774985,5.762547,50763,12.97,22.18,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 02:00:00,NA,NA,NA,NA,NA,NA,NA,16.75701,15.18499,6.240014,5.952051,5.768182,5.675317,NA,NA,NA,10.60838,109.4395,16.85832,9.83817,78.50586,5.734093,16.819,30.75,36.45,23.69,111.4,10.81,0.49999999999999994,1.4200000000000002,0,0,2.11,6.98,2.8600000000000003,1.53,1.08,6.44,11.45,1.19,8.623962,6.0760124271,5.754167,50764,12.96,21.86,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 02:10:00,NA,NA,NA,NA,NA,NA,NA,16.77441,13.57373,6.259515,5.968408,5.800226,5.67428,NA,NA,NA,10.56871,109.05,16.86696,9.83489,78.48032,5.734436,16.779,30.73,36.45,23.69,111.32,10.81,0.52,1.4999999999999998,0,0,2.12,7.01,2.93,1.54,1.082,6.44,11.46,1.19,8.617053,6.071144691150001,5.752741,50765,12.97,21.6,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 02:20:00,NA,NA,NA,NA,NA,NA,NA,16.75439,11.03894,6.690729,6.073907,5.872522,5.674646,NA,NA,NA,10.41997,107.4805,16.85146,9.89734,78.97394,5.732109,16.76,30.71,36.45,23.69,111.23,10.8,0.51,1.43,0,0,2.11,6.98,2.89,1.53,1.079,6.44,11.45,1.19,8.61759,6.0715230345,5.755177,50766,12.97,21.39,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 02:30:00,NA,NA,NA,NA,NA,NA,NA,16.75161,10.37533,7.333368,6.085474,5.886987,5.678064,NA,NA,NA,10.50465,108.3067,16.83058,10.03469,80.08164,5.737885,16.748,30.71,36.46,23.7,111.17,10.8,0.53,1.53,0,0,2.11,6.99,2.91,1.53,1.075,6.44,11.46,1.19,8.614957,6.069667954350001,5.760392,50767,12.97,21.21,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 02:40:00,NA,NA,NA,NA,NA,NA,NA,16.69201,10.19891,6.758203,6.044977,5.89544,5.689813,NA,NA,NA,10.51917,108.3934,16.80286,10.31973,82.39537,5.756477,16.725,30.7,36.46,23.7,111.14,10.8,0.52,1.4599999999999997,0,0,2.12,7.030000000000001,2.96,1.52,1.074,6.45,11.45,1.2,8.630566,6.0806652753,5.779107,50768,12.97,21.07,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 02:50:00,NA,NA,NA,NA,NA,NA,NA,16.69033,11.70217,6.803003,6.048425,5.915277,5.699701,NA,NA,NA,10.44189,107.5607,16.78677,10.29177,82.18119,5.760735,16.703,30.68,36.45,23.69,110.87,10.78,0.52,1.4799999999999998,0,0,2.12,7.01,2.93,1.52,1.074,6.44,11.44,1.2,8.632373,6.08193839715,5.781576,50769,12.96,20.95,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 03:00:00,NA,NA,NA,NA,NA,NA,NA,16.67315,9.967706,6.75329,6.097803,5.972925,5.700982,NA,NA,NA,10.41613,107.2573,16.76977,10.27556,82.0603,5.764862,16.704,30.68,36.45,23.7,110.61,10.76,0.56,1.6300000000000001,0,0,2.12,7.030000000000001,2.8800000000000003,1.53,1.075,6.44,11.44,1.2,8.63281,6.082246285499999,5.787422,50770,12.97,20.84,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 03:10:00,NA,NA,NA,NA,NA,NA,NA,16.67254,9.480951,6.947138,6.107385,5.99502,5.712213,NA,NA,NA,10.40062,107.0986,16.77022,10.19387,81.43666,5.778679,16.7,30.67,36.45,23.69,110.32,10.73,0.52,1.4799999999999998,0,0,2.12,7.01,2.98,1.52,1.074,6.44,11.44,1.2,8.630766,6.0808061853,5.796663,50771,12.95,20.73,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 03:20:00,NA,NA,NA,NA,NA,NA,NA,16.67663,9.470454,6.938989,6.215662,6.017053,5.730798,NA,NA,NA,10.40995,107.1803,16.76381,10.34628,82.71726,5.808609,16.673,30.66,36.45,23.7,109.92,10.7,0.53,1.4999999999999998,0,0,2.12,7.02,3.04,1.52,1.074,6.44,11.44,1.2,8.632773,6.082220217150001,5.822904,50772,12.97,20.61,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 03:30:00,NA,NA,NA,NA,NA,NA,NA,16.66629,9.004389,6.888635,6.231714,6.004449,5.7008,NA,NA,NA,10.36854,106.7484,16.76142,10.20285,81.48894,5.769302,16.682,30.68,36.47,23.71,110,10.7,0.55,1.59,0,0,2.1,6.960001,3.0100000000000002,1.52,1.069,6.44,11.44,1.19,8.635006,6.0837934773,5.789966,50773,12.97,20.51,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 03:40:00,NA,NA,NA,NA,NA,NA,NA,16.66741,8.662653,6.86181,6.149866,5.990381,5.687799,NA,NA,NA,10.388,106.9481,16.76112,10.01906,79.9935,5.755814,16.666,30.65,36.46,23.7,109.81,10.69,0.55,1.59,0,0,2.11,7,2.99,1.52,1.072,6.44,11.43,1.19,8.635124,6.083876614199999,5.770736,50774,12.95,20.41,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 03:50:00,NA,NA,NA,NA,NA,NA,NA,16.64965,8.91308,6.804041,6.097986,5.963251,5.687097,NA,NA,NA,10.36729,106.6874,16.73981,9.9851,79.72132,5.755333,16.642,30.62,36.44,23.68,109.65,10.68,0.52,1.49,0,0,2.12,7.01,2.95,1.52,1.074,6.44,11.42,1.19,8.633971,6.08306426805,5.769725,50775,12.94,20.32,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 04:00:00,NA,NA,NA,NA,NA,NA,NA,16.66067,8.951777,6.740686,6.039911,5.799036,5.68606,NA,NA,NA,10.37355,106.7985,16.76067,9.96321,79.54053,5.752357,16.674,30.65,36.44,23.69,109.65,10.67,0.56,1.6300000000000001,0,0,2.11,6.98,2.95,1.52,1.071,6.44,11.43,1.19,8.637086,6.0852589413,5.768298,50776,12.9,20.23,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 04:10:00,NA,NA,NA,NA,NA,NA,NA,16.66458,8.520289,6.670129,6.070672,5.793237,5.685632,NA,NA,NA,10.33246,106.3802,16.76276,9.92275,79.22059,5.753853,16.653,30.64,36.45,23.69,109.51,10.66,0.56,1.6199999999999999,0,0,2.11,6.99,2.95,1.52,1.073,6.44,11.42,1.19,8.634168,6.083203064400001,5.766366,50777,12.94,20.13,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 04:20:00,NA,NA,NA,NA,NA,NA,NA,16.64959,8.246179,6.425531,5.983087,5.791406,5.684167,NA,NA,NA,10.42601,107.3026,16.74473,9.85096,78.64241,5.751366,16.652,30.64,36.45,23.69,109.42,10.65,0.55,1.59,0,0,2.1,6.950000000000001,2.94,1.52,1.074,6.44,11.43,1.19,8.6291,6.079632405,5.763944,50778,12.93,19.99,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 04:30:00,NA,NA,NA,NA,NA,NA,NA,16.61114,10.97723,6.468256,6.023798,5.830835,5.683252,NA,NA,NA,10.49286,107.9341,16.71967,9.76543,77.9571,5.750061,16.66,30.63,36.44,23.68,109.36,10.64,0.54,1.57,0,0,2.11,6.98,2.91,1.53,1.08,6.44,11.28,1.19,8.634134,6.0831791097,5.763661,50779,12.77,19.5,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 04:40:00,NA,NA,NA,NA,NA,NA,NA,16.56552,15.60284,6.7315,6.022577,5.834466,5.686578,NA,NA,NA,10.44417,107.328,16.673,9.85936,78.71675,5.75499,16.618,30.61,36.44,23.69,109.01,10.62,0.55,1.5999999999999999,0,0,2.11,7,2.91,1.54,1.083,6.44,11.15,1.19,8.63671,6.084994030500001,5.766381,50780,12.77,18.56,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 04:50:00,NA,NA,NA,NA,NA,NA,NA,16.52972,16.34121,6.938287,6.091333,5.84942,5.688348,NA,NA,NA,10.41584,106.9447,16.63199,9.94706,79.42051,5.756805,16.506,30.53,36.44,23.69,108.77,10.62,0.56,1.64,0,0,2.11,6.99,3.02,1.54,1.087,6.44,11.25,1.19,8.641181,6.08814407355,5.770112,50781,12.79,17.61,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 05:00:00,NA,NA,NA,NA,NA,NA,NA,16.46993,16.37045,7.059198,6.115656,5.847223,5.69137,NA,NA,NA,10.4522,107.2069,16.5826,9.92009,79.2038,5.756149,16.521,30.53,36.44,23.68,108.81,10.62,0.56,1.6500000000000001,0,0,2.11,7,2.98,1.55,1.092,6.44,11.35,1.19,8.632127,6.08176507785,5.771331,50782,12.88,16.79,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 05:10:00,NA,NA,NA,NA,NA,NA,NA,16.41955,16.34127,7.175683,6.164972,5.865381,5.686273,NA,NA,NA,10.41386,106.6783,16.52234,9.85493,78.68356,5.756149,16.467,30.5,36.44,23.68,108.4,10.59,0.54,1.5399999999999998,0,0,2.13,7.040000000000001,3.1300000000000003,1.55,1.091,6.44,11.39,1.19,8.631418,6.0812655519000005,5.769636,50783,12.93,16.01,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 05:20:00,NA,NA,NA,NA,NA,NA,NA,16.2955,16.25888,7.741846,6.35174,5.930688,5.69671,NA,NA,NA,10.51225,107.4517,16.41876,9.95008,79.45334,5.761078,16.418,30.46,36.43,23.68,108.51,10.62,0.51,1.4200000000000002,0,0,2.13,7.040000000000001,3.06,1.55,1.095,6.44,11.39,1.2,8.617255,6.07128701025,5.779851,50784,12.89,15.29,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 05:30:00,NA,NA,NA,NA,NA,NA,NA,16.22769,16.19738,16.03759,6.457574,5.9210140000000004,5.696222,NA,NA,NA,10.47114,106.8943,16.358,9.81732,78.38539,5.757126,16.294,30.38,36.44,23.69,108.32,10.63,0.55,1.5799999999999998,0,0,2.15,7.1,3.0900000000000003,1.55,1.095,6.44,11.38,1.2,8.608262,6.0649509921,5.774616,50785,12.92,14.64,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 05:40:00,NA,NA,NA,NA,NA,NA,NA,16.10028,16.00857,15.90698,7.05224,6.053613,5.693689,NA,NA,NA,10.52866,107.2223,16.24361,9.78827,78.1566,5.758774,16.193,30.31,36.44,23.69,108.15,10.63,0.51,1.4400000000000002,0,0,2.15,7.110000000000001,3.0900000000000003,1.56,1.097,6.44,11.38,1.2,8.593489,6.05454267495,5.774334,50786,12.88,14.09,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 05:50:00,NA,NA,NA,NA,NA,NA,NA,16.04296,15.97863,15.98516,11.22863,6.0447939999999996,5.70495,NA,NA,NA,10.54264,107.1726,16.15891,9.94478,79.41137,5.761253,16.001,30.19,36.46,23.7,108.04,10.66,0.52,1.47,0,0,2.16,7.140000000000001,3.1,1.56,1.102,6.44,11.37,1.2,8.461736,5.9617160988,5.784789,50787,12.89,13.69,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 06:00:00,NA,NA,NA,NA,NA,NA,NA,16.02911,15.93731,15.924620000000001,15.38558,6.230218,5.715722,NA,NA,NA,10.52766,107.0167,16.15726,10.03221,80.15161,5.781807,16.072,30.23,36.44,23.69,107.66,10.61,0.55,1.5999999999999999,0,0,2.14,7.089999000000001,3.4200000000000004,1.58,1.111,6.44,11.39,1.2,8.522092,6.004239918600001,5.800012,50788,12.89,13.4,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 06:10:00,NA,NA,NA,NA,NA,NA,NA,15.97961,15.9309,15.96832,15.69238,6.034021,5.720086,NA,NA,NA,10.50449,106.6548,16.10137,10.07578,80.52748,5.795448,15.962,30.13,36.42,23.67,106.86,10.56,0.6000000000000001,1.78,0,0,2.12,7,5.21,1.57,1.108,6.44,11.36,1.19,8.577902,6.0435608541,5.807457,50789,12.89,13.04,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 06:20:00,NA,NA,NA,NA,NA,NA,NA,15.91412,15.84582,15.84481,15.81774,6.029321,5.710474,NA,NA,NA,10.48843,106.315,16.02303,9.92914,79.32936,5.782463,15.966,30.11,36.39,23.65,106.57,10.53,0.56,1.6300000000000001,0,0,2.11,6.99,5.56,1.58,1.115,6.44,11.37,1.19,8.549922,6.023847545100001,5.797124,50790,12.88,12.42,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 06:30:00,NA,NA,NA,NA,NA,NA,NA,15.86111,15.83612,15.8576,15.81674,6.023614,5.709528,NA,NA,NA,10.44662,105.8017,15.98326,9.83177,78.53917,5.776375,15.913,30.04,36.35,23.62,106.58,10.54,0.6000000000000001,1.78,0,0,2.09,6.9399999999999995,5.88,1.59,1.119,6.44,11.35,1.19,8.614053,6.069031041150001,5.788657,50791,12.89,11.74,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-03-12 06:40:00,NA,NA,NA,NA,NA,NA,NA,15.83572,15.80505,15.7781,15.62371,5.953729,5.705286,NA,NA,NA,10.44027,105.6782,15.95678,9.96231,79.55671,5.763886,15.868,29.99,36.32,23.61,106.33,10.52,0.5900000000000001,1.7299999999999998,0,0,2.09,6.920001000000001,6.05,1.58,1.114,6.44,11.35,1.19,8.606566,6.063756075300001,5.785682,50792,12.88,11.13,7,7,7,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
